Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,2023,Rav,2023 Toyota Rav 4,USED,-,-,Other,-,-,1084,Red / -,-,Wagon,,,67888
Ford,2019,Ranger,2019 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,131554,White / Black,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",50705
Ford,1997,Falcon,1997 Ford Falcon GLI,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.5 L / 100 km,211441,Silver / -,6 cyl,Wagon," 4 Doors"," 5 Seats",6950
Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,53477,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",39990
Audi,2016,Q5,2016 Audi Q5 2.0 TDI Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.1 L / 100 km,40657,Grey / Black Leather,4 cyl,SUV," 4 Doors"," 5 Seats",38888
Holden,2014,Colorado,2014 Holden Colorado LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,147106,White / -,4 cyl,Ute / Tray," 2 Doors"," 2 Seats",22990
MG,2023,ZST,2023 MG ZST Vibe,NEW,Automatic,"4 cyl, 1.5 L",Front,-,6.9 L / 100 km,15,Blue / Black,4 cyl,SUV," 5 Doors"," 5 Seats",29640
Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLX Adas,USED,Automatic,"4 cyl, 2.4 L",Rear,Diesel,7.5 L / 100 km,87740,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",31950
GWM,2022,Haval,2022 GWM Haval H6GT Ultra (4WD),NEW,Automatic,"4 cyl, 2 L",4WD,Unleaded,8.4 L / 100 km,15,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",46490
MG,2022,HS,2022 MG HS Excite,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,9,Black / Knight Black,4 cyl,SUV," 4 Doors"," 5 Seats",34868
Mazda,2013,3,2013 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,191285,Blue / -,4 cyl,Sedan," 4 Doors"," 5 Seats",12990
Audi,2013,Q3,2013 Audi Q3 2.0 Tfsi Quattro (125KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.7 L / 100 km,109214,Brown / Pistachio Beige,4 cyl,SUV," 4 Doors"," 5 Seats",21990
FPV,2010,F6,2010 FPV F6,USED,Automatic,"6 cyl, 4 L",Rear,Premium,12.1 L / 100 km,157266,Black / -,6 cyl,Sedan," 4 Doors"," 5 Seats",59950
Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,35165,Silver / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",29999
Renault,2022,Koleos,2022 Renault Koleos Intens (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,6530,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",39990
Lexus,2010,IS250,2010 Lexus IS250 Sports Luxury,USED,Automatic,"6 cyl, 2.5 L",Rear,Premium,9.7 L / 100 km,330147,Silver / -,6 cyl,Sedan," 4 Doors"," 5 Seats",5999
Hyundai,2010,Imax,2010 Hyundai Imax,USED,Automatic,"4 cyl, 2.4 L",Rear,Premium,10.6 L / 100 km,211824,White / Grey Cloth,4 cyl,Wagon," 4 Doors"," 8 Seats",12999
Mazda,2011,BT-50,2011 Mazda BT-50 Boss B3000 SDX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,10.4 L / 100 km,287886,Grey / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",20990
Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,142136,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",32500
Jaguar,1986,Xjsc,1986 Jaguar Xjsc V12,USED,Automatic,"12 cyl, 5.3 L",Rear,Unleaded,17 L / 100 km,136947,Black / -,12 cyl,Convertible," 2 Doors"," 2 Seats",69990
Mazda,2023,CX-9,2023 Mazda CX-9 Azami (awd),NEW,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,7,White / Walnut Brown Nappa Leather,4 cyl,SUV," 4 Doors"," 7 Seats",78288
Ford,2016,Ranger,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,182622,White / -,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",33990
Mitsubishi,2011,Challenger,2011 Mitsubishi Challenger XLS (5 Seat) (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,190936,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",17990
Holden,2015,Colorado,2015 Holden Colorado Z71 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,157767,Black / Grey,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",32800
Honda,2016,Jazz,2016 Honda Jazz VTI-S,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.8 L / 100 km,53148,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",22990
Subaru,2018,Outback,2018 Subaru Outback 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,9.9 L / 100 km,101097,Red / -,6 cyl,SUV," 4 Doors"," 5 Seats",31990
Lexus,2013,RX450H,2013 Lexus RX450H Luxury,USED,Automatic,"6 cyl, 3.5 L",4WD,Premium,6.4 L / 100 km,86819,White / -,6 cyl,SUV," 4 Doors"," 5 Seats",38999
Toyota,2018,Corolla,2018 Toyota Corolla ZR (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,45591,White / Black Leather,4 cyl,Hatchback," 5 Doors"," 5 Seats",37999
Nissan,2023,Qashqai,2023 Nissan Qashqai ST-L 2-Tone,DEMO,Automatic,"4 cyl, 1.3 L",Front,Premium,6.1 L / 100 km,560,White / Blue/Black,4 cyl,SUV," 4 Doors"," 5 Seats",44888
Ford,2002,Falcon,2002 Ford Falcon XLS,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.5 L / 100 km,321255,Red / Grey,6 cyl,Ute / Tray," 2 Doors"," 2 Seats",2995
Hyundai,2019,Imax,2019 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,165800,White / -,4 cyl,Wagon," 4 Doors"," 8 Seats",33990
BMW,2012,118I,2012 BMW 118I Urban,USED,Automatic,"4 cyl, 1.6 L",Rear,Premium,5.8 L / 100 km,49427,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",19800
Kia,2016,Cerato,2016 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,154124,Silver / Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",13990
Holden,2014,Colorado,2014 Holden Colorado 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,156597,Blue / -,4 cyl,SUV," 4 Doors"," 7 Seats",25995
Hyundai,2015,Veloster,2015 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,47685,White / -,4 cyl,Hatchback," 3 Doors"," 4 Seats",22990
Volvo,2015,XC90,2015 Volvo XC90 D5 2.0 Inscription,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.2 L / 100 km,157135,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",34999
Honda,2014,CR-V,2014 Honda CR-V DTI-S (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,6.7 L / 100 km,61183,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",21999
Toyota,2021,RAV4,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,34221,White / Black,4 cyl,SUV," 5 Doors"," 5 Seats",64990
Ford,2019,Endura,2019 Ford Endura ST-Line (fwd),USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.7 L / 100 km,96831,Blue / Grey Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",31999
MG,2023,ZS,2023 MG ZS EV Essence,NEW,Automatic,0 L,Front,Electric,0 L / 100 km,11,White / Knight Black Synthetic Leather,0 L,SUV," 4 Doors"," 5 Seats",57709
Ford,2018,Mondeo,2018 Ford Mondeo Ambiente,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.1 L / 100 km,81087,White / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",21990
Toyota,2006,Corolla,2006 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,222315,Red / -,4 cyl,Sedan," 4 Doors"," 5 Seats",6350
Ford,2016,Ranger,2016 Ford Ranger XLS 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,230441,White / Black,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",28880
Kia,2018,Picanto,2018 Kia Picanto GT-Line,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,115923,Black / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",16388
Volkswagen,2022,Passat,2022 Volkswagen Passat 162TSI Elegance,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.9 L / 100 km,15647,Silver / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",46880
Kia,2019,Optima,2019 Kia Optima SI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,54300,Silver / -,4 cyl,Sedan," 4 Doors"," 5 Seats",24990
Subaru,2012,Impreza,2012 Subaru Impreza 2.0I-L (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,156472,Black / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",14990
Nissan,2009,Pathfinder,2009 Nissan Pathfinder ST-L (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,236333,Silver / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",6995
BMW,2021,X3,2021 BMW X3 Sdrive20I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7.4 L / 100 km,15240,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",65990
BMW,2013,328I,2013 BMW 328I Modern Line,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.3 L / 100 km,101884,Black / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",19900
Toyota,2019,Corolla,2019 Toyota Corolla ZR,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,78160,Black / Black Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",31995
Toyota,2017,Kluger,2017 Toyota Kluger Grande (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,9.5 L / 100 km,138667,Silver / Black,6 cyl,SUV," 4 Doors"," 7 Seats",37990
Nissan,2019,Leaf,2019 Nissan Leaf Lwaf E+X Hatchback 5dr CVT 1sp 62KW,USED,Automatic,-,Other,Electric,-,43271,White / -,-,Hatchback,,,42400
Mazda,2013,2,2013 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,59409,Black / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",15995
Toyota,2014,Voxy,2014 Toyota Voxy Hybrid,USED,Automatic,-,Other,Unleaded,-,95586,White / Black,-,Wagon,,,32999
Skoda,2014,Fabia,2014 Skoda Fabia 77 TSI Monte Carlo,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.3 L / 100 km,72737,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",14995
Holden,2018,Calais,2018 Holden Calais V,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,9.1 L / 100 km,109778,Grey / Grey,6 cyl,Hatchback," 5 Doors"," 5 Seats",29990
Mini,2017,Clubman,2017 Mini Clubman Cooper S,USED,Automatic,"4 cyl, 2 L",Front,Premium,5.9 L / 100 km,81101,White / Black,4 cyl,Wagon," 4 Doors"," 5 Seats",34990
GWM,2023,UTE,2023 GWM UTE Cannon-L (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,12,Grey / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",44085
Toyota,2023,Rav,2023 Toyota Rav 4,USED,-,-,Other,-,-,104,White / -,-,Wagon,,,67888
Mercedes-Benz,2021,A180,2021 Mercedes-Benz A180,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,5.7 L / 100 km,20022,Silver / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",54880
Audi,2019,Q7,2019 Audi Q7 45 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9 L / 100 km,34580,White / Black,6 cyl,SUV," 4 Doors"," 7 Seats",74800
Mazda,2015,CX-5,2015 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,5.7 L / 100 km,124085,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",23990
Mitsubishi,2020,ASX,2020 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,58132,Red / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",24990
Ford,2015,Ranger,2015 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,8.9 L / 100 km,194655,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",28995
Mercedes-Benz,2004,CLK320,2004 Mercedes-Benz CLK320 Avantgarde,USED,Automatic,"6 cyl, 3.2 L",Rear,Unleaded,0 L / 100 km,213745,Gold / -,6 cyl,Coupe," 2 Doors"," 5 Seats",9800
Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1 L / 100 km,67820,Red / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",24990
Toyota,2018,Kluger,2018 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1 L / 100 km,49156,White / -,6 cyl,SUV," 4 Doors"," 7 Seats",39990
Volkswagen,2016,Scirocco,2016 Volkswagen Scirocco R Wolfsburg Edition,USED,Manual,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,76892,White / Black,4 cyl,Hatchback," 3 Doors"," 4 Seats",37990
Mercedes-Benz,2020,S450,2020 Mercedes-Benz S450 4Matic (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,8.2 L / 100 km,8399,White / Black,6 cyl,Sedan," 4 Doors"," 5 Seats",118888
Toyota,2012,Landcruiser,2012 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.5 L / 100 km,325999,White / -,8 cyl,Ute / Tray," 2 Doors"," 3 Seats",49990
Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,129614,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",32999
Skoda,2022,Kamiq,2022 Skoda Kamiq Style 85TSI,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5 L / 100 km,1232,Silver / Black/Grey,3 cyl,SUV," 4 Doors"," 5 Seats",37990
Nissan,2003,Pulsar,2003 Nissan Pulsar ST,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,146007,Gold / Grey,4 cyl,Sedan," 4 Doors"," 5 Seats",3990
GWM,2023,UTE,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,7,Black / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",48085
Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,56495,Brown / -,4 cyl,SUV," 4 Doors"," 7 Seats",28888
BMW,2014,435I,2014 BMW 435I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.4 L / 100 km,71634,Black / -,6 cyl,Coupe," 2 Doors"," 4 Seats",36800
Holden,2016,Cruze,2016 Holden Cruze Equipe,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,145064,White / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",11990
BMW,2017,X1,2017 BMW X1 Xdrive 25I,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.6 L / 100 km,67704,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",36800
Hyundai,2022,I30,2022 Hyundai I30 N Premium With Sunroof,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.2 L / 100 km,14350,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",54888
Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander ES (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,187716,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",15989
Ford,2022,Puma,2022 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,11284,Grey / Grey  Cloth,3 cyl,SUV," 5 Doors"," 5 Seats",29888
Mitsubishi,2018,Triton,2018 Mitsubishi Triton Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,69804,White / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",43800
Volkswagen,2022,T-ROC,2022 Volkswagen T-ROC 140TSI R-Line,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,14,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",57990
Porsche,2019,Cayenne,2019 Porsche Cayenne S,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,10 L / 100 km,44800,Black / Black,6 cyl,SUV," 4 Doors"," 5 Seats",144880
Honda,2018,CR-V,2018 Honda CR-V VTI-S (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,123995,Grey / Black Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",28999
Nissan,2018,X-Trail,2018 Nissan X-Trail ST-L (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,62669,Silver / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",31990
Toyota,2008,Hilux,2008 Toyota Hilux Workmate,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11 L / 100 km,191428,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",14850
Holden,2005,Rodeo,2005 Holden Rodeo LT (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,0 L / 100 km,391968,Red / -,6 cyl,Ute / Tray," 4 Doors"," 5 Seats",5999
BMW,2015,M3,2015 BMW M3,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.3 L / 100 km,65112,Yellow / -,6 cyl,Sedan," 4 Doors"," 5 Seats",82950
Volkswagen,2020,Golf,2020 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,22810,Black / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",28490
Volkswagen,2020,Tiguan,2020 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,51859,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",52800
Honda,2021,Civic,2021 Honda Civic VTI-LX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.3 L / 100 km,8524,White / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",43888
Toyota,2018,Yaris,2018 Toyota Yaris Ascent,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.4 L / 100 km,50352,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",20888
Jeep,2018,Compass,2018 Jeep Compass Longitude (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,84230,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",21999
Subaru,2016,Forester,2016 Subaru Forester 2.0XT Premium,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,64732,Black / Leather,4 cyl,SUV," 4 Doors"," 5 Seats",35800
Nissan,2012,Patrol,2012 Nissan Patrol ST (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,11.8 L / 100 km,228875,Silver / Grey,4 cyl,SUV," 4 Doors"," 7 Seats",32990
Ram,2020,1500,2020 Ram 1500 Express (4X4),USED,Automatic,"8 cyl, 5.7 L",4WD,Unleaded,12.2 L / 100 km,93862,White / -,8 cyl,Commercial," 4 Doors"," 5 Seats",75888
Subaru,2007,Impreza,2007 Subaru Impreza WRX STI,USED,Manual,-,Other,Unleaded,-,113202,White / Grey/Blue,-,,,,45888
Nissan,2005,Pulsar,2005 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.9 L / 100 km,175185,Grey / -,4 cyl,Sedan," 4 Doors"," 5 Seats",5550
Toyota,2009,Hilux,2009 Toyota Hilux SR,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.8 L / 100 km,423077,White / -,6 cyl,Ute / Tray," 2 Doors"," 4 Seats",7499
Mercedes-Benz,2017,B200,2017 Mercedes-Benz B200,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,5.9 L / 100 km,51923,Silver / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",23890
Volkswagen,2017,Golf,2017 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.7 L / 100 km,58586,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",30990
Nissan,2015,X-Trail,2015 Nissan X-Trail ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,78291,Red / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",22990
Volkswagen,2023,T-ROC,2023 Volkswagen T-ROC R DSG 4MOTION,DEMO,Automatic,-,Other,Premium,-,10,Black / Carbon Black,-,Wagon,,,68490
Toyota,2017,Corolla,2017 Toyota Corolla Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1 L / 100 km,21398,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",29990
Kia,2018,Stinger,2018 Kia Stinger GT (blk LTH W Michelin Tyr),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,114501,Silver / Black,6 cyl,Sedan," 4 Doors"," 5 Seats",39999
Holden,2002,Monaro,2002 Holden Monaro CV8,USED,Automatic,"8 cyl, 5.7 L",Rear,Premium,13 L / 100 km,220369,Green / -,8 cyl,Coupe," 2 Doors"," 4 Seats",43990
Mini,2017,Cooper,2017 Mini Cooper S,USED,Automatic,"4 cyl, 2 L",Front,Premium,5.5 L / 100 km,28000,White / -,4 cyl,Hatchback," 3 Doors"," 4 Seats",41500
Holden,2018,Commodore,2018 Holden Commodore LT,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.7 L / 100 km,55912,White / Grey,4 cyl,Wagon," 4 Doors"," 5 Seats",22990
Mazda,2014,BT-50,2014 Mazda BT-50 XTR (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,157923,White / -,5 cyl,Ute / Tray," 4 Doors"," 5 Seats",35950
Ford,2015,Territory,2015 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,315492,White / -,6 cyl,SUV," 4 Doors"," 5 Seats",11950
Nissan,2014,X-Trail,2014 Nissan X-Trail TS (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.3 L / 100 km,90041,Grey / Grey,4 cyl,SUV," 4 Doors"," 5 Seats",19990
Toyota,2021,Kluger,2021 Toyota Kluger GX Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,58455,White / -,4 cyl,SUV," 5 Doors"," 7 Seats",59888
BMW,2019,X7,2019 BMW X7 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.3 L / 100 km,70517,Grey / Black,6 cyl,SUV," 4 Doors"," 7 Seats",98888
Kia,2021,Sorento,2021 Kia Sorento Sport+ 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.7 L / 100 km,14699,White / Black,6 cyl,SUV," 4 Doors"," 7 Seats",54990
Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,27050,White / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",27990
Toyota,2019,RAV4,2019 Toyota RAV4 GX AWD Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,136608,White / Grey,4 cyl,SUV," 5 Doors"," 5 Seats",44888
Nissan,2011,Elgrand,2011 Nissan Elgrand Highway Star,USED,Automatic,-,Front,Unleaded,-,46387,Silver / Beige,-,Wagon,,,29800
MG,2022,HS,2022 MG HS Phev Essence,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,1.7 L / 100 km,-,Silver / Knight Black,4 cyl,SUV," 4 Doors"," 5 Seats",53690
Nissan,2016,Navara,2016 Nissan Navara ST-X (4X2) (sunroof),USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,6.3 L / 100 km,162887,Black / Grey,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",28990
Jeep,2020,Grand,2020 Jeep Grand Cherokee Trackhawk (4X4),USED,Automatic,"8 cyl, 6.2 L",4WD,Premium,16.8 L / 100 km,29464,Silver / Black,8 cyl,SUV," 4 Doors"," 5 Seats",159990
Nissan,2016,Navara,2016 Nissan Navara RX (4X2),USED,Manual,"4 cyl, 2.3 L",Front,Diesel,6.4 L / 100 km,191645,White / Grey  Cloth,4 cyl,Ute / Tray," 2 Doors"," 4 Seats",19888
Mitsubishi,2017,Pajero,2017 Mitsubishi Pajero Sport GLX (4X4) 5 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,110720,Silver / Black Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",35999
Mercedes-Benz,2014,C200,2014 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,167024,White / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",25999
Isuzu,2023,MU-X,2023 Isuzu MU-X LS-T (4X4),DEMO,Automatic,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,25,Silver / Black,4 cyl,SUV," 4 Doors"," 7 Seats",75890
Hyundai,2019,Elantra,2019 Hyundai Elantra Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,102464,Grey / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",19888
