Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Volkswagen,2019,Arteon,2019 Volkswagen Arteon 206 TSI R-Line,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,40065,Grey / Leather,4 cyl,Hatchback," 5 Doors"," 5 Seats",48600
MG,2021,HS,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,26138,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",24950
Toyota,2021,Landcruiser,2021 Toyota Landcruiser Prado Kakadu,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,33761,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",96970
Toyota,2020,RAV4,2020 Toyota RAV4 GX 2WD Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,62032,White / Black,4 cyl,SUV," 5 Doors"," 5 Seats",44850
Nissan,2020,X-Trail,2020 Nissan X-Trail ST-L (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,17587,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",37990
Lexus,2017,RX450H,2017 Lexus RX450H Luxury Hybrid,USED,Automatic,"6 cyl, 3.5 L",AWD,Hybrid,5.7 L / 100 km,102649,Black / Black,6 cyl,SUV," 4 Doors"," 5 Seats",57990
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,73783,White / -,4 cyl,Hatchback," 4 Doors"," 5 Seats",22690
Toyota,2020,C-HR,2020 Toyota C-HR Koba (2WD) (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.3 L / 100 km,26823,White / Black,4 cyl,SUV," 5 Doors"," 5 Seats",45990
BMW,2015,X3,2015 BMW X3 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.4 L / 100 km,173862,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",26990
Toyota,2009,RAV4,2009 Toyota RAV4 Cruiser L (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6 L / 100 km,122000,Silver / Black,4 cyl,SUV," 4 Doors"," 5 Seats",18800
Ford,2020,Ranger,2020 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.2 L / 100 km,80236,Blue / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",67997
Toyota,2020,RAV4,2020 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,19074,White / -,4 cyl,SUV," 5 Doors"," 5 Seats",43894
MG,2021,ZS,2021 MG ZS Excite,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.1 L / 100 km,7251,Black / Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",23886
Mazda,2016,3,2016 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.7 L / 100 km,147846,Black / -,4 cyl,Sedan," 4 Doors"," 5 Seats",16990
Hyundai,2013,I30,2013 Hyundai I30 Tourer Active 1.6 GDI,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.9 L / 100 km,134731,Red / -,4 cyl,Wagon," 4 Doors"," 5 Seats",13990
Ford,2016,Focus,2016 Ford Focus Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.2 L / 100 km,191156,Grey / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",13999
Holden,2018,Astra,2018 Holden Astra RS-V,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,66126,Grey / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",21999
Hyundai,2010,Getz,2010 Hyundai Getz SX,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,142160,Orange / -,4 cyl,Hatchback," 3 Doors"," 5 Seats",6248
Kia,2012,Optima,2012 Kia Optima Platinum,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,149989,Grey / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",19990
Hyundai,2022,Venue,2022 Hyundai Venue,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,13782,Blue / Black Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",26992
Toyota,2018,Landcruiser,2018 Toyota Landcruiser Prado GX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,98338,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",56990
Volkswagen,2023,Amarok,2023 Volkswagen Amarok Panamericana TDI600 4Motion,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,8.4 L / 100 km,18,Silver / Black,6 cyl,Ute / Tray," 4 Doors"," 5 Seats",90000
Volvo,2016,XC90,2016 Volvo XC90 D5 2.0 Inscription,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.2 L / 100 km,85547,White / Black,4 cyl,SUV," 4 Doors"," 7 Seats",47990
BMW,2021,X4,2021 BMW X4 M40I,USED,Automatic,"6 cyl, 3 L",AWD,Unleaded,8.7 L / 100 km,8254,White / Bmw Individual Extended Leather Trim 'Merino' Fion,6 cyl,SUV," 5 Doors"," 5 Seats",115990
Audi,2019,Q8,2019 Audi Q8 55 Tfsi Quattro (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,9.2 L / 100 km,70847,Grey / Black,6 cyl,SUV," 4 Doors"," 5 Seats",92788
Honda,2014,Civic,2014 Honda Civic Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5 L / 100 km,118440,Silver / Cloth,4 cyl,Sedan," 4 Doors"," 5 Seats",17490
Toyota,2020,Hilux,2020 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,37016,Grey / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",59894
Nissan,2018,X-Trail,2018 Nissan X-Trail ST-L 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,98322,Grey / -,4 cyl,SUV," 4 Doors"," 7 Seats",29990
Mazda,2017,CX-3,2017 Mazda CX-3 Maxx (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,144200,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",19990
Toyota,2008,Crown,2008 Toyota Crown Athlete G package,USED,Automatic,-,Other,Unleaded,-,107740,White / -,-,,,,19999
Toyota,2010,Estima,2010 Toyota Estima 2.4 Aeras G Edition,USED,Automatic,-,Other,Unleaded,-,67000,Grey / Grey,-,Wagon,,,18956
Hyundai,2014,I30,2014 Hyundai I30 Active,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,68367,Silver / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",19990
Toyota,2020,Corolla,2020 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,3.5 L / 100 km,60319,White / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",32490
Toyota,2019,RAV4,2019 Toyota RAV4 Cruiser (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,36991,Blue / -,4 cyl,SUV," 5 Doors"," 5 Seats",45890
Nissan,2011,Dualis,2011 Nissan Dualis ST (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,166000,Black / -,4 cyl,SUV," 4 Doors"," 5 Seats",9995
Subaru,2017,XV,2017 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,121315,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",25490
Mazda,2017,BT-50,2017 Mazda BT-50 XT (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,7.6 L / 100 km,48872,White / -,4 cyl,Ute / Tray," 2 Doors"," 3 Seats",26980
Ford,2020,Ranger,2020 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.2 L / 100 km,41544,Grey / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",70998
Toyota,2005,RAV4,2005 Toyota RAV4 Cruiser (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Unleaded,9.4 L / 100 km,205605,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",11990
Volkswagen,2012,Passat,2012 Volkswagen Passat 125 TDI Highline,USED,Automatic,"4 cyl, 2 L",Front,Diesel,4.9 L / 100 km,106500,Silver / Leather,4 cyl,Wagon," 4 Doors"," 5 Seats",15850
Land,2018,Rover,2018 Land Rover Range Rover Evoque TD4 (132KW) HSE Dynamic,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,67226,Grey / Black,4 cyl,SUV," 5 Doors"," 5 Seats",53888
Nissan,2014,Navara,2014 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,104692,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",25990
Mazda,2017,CX-9,2017 Mazda CX-9 Touring (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,72596,Red / Black Leather,4 cyl,SUV," 4 Doors"," 7 Seats",38870
Toyota,2009,Estima,2009 Toyota Estima 2.4 Aeras G Edition,USED,Automatic,-,Other,Unleaded,-,59000,Grey / Grey,-,Wagon,,,19948
Toyota,2021,HiAce,2021 Toyota HiAce,USED,Automatic,-,Other,Unleaded,-,22759,Silver / -,-,Wagon,,,68000
Mazda,2014,2,2014 Mazda 2 NEO Sport,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,118523,Grey / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",15990
Hyundai,2017,I30,2017 Hyundai I30 SR,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.5 L / 100 km,19565,Blue / Black,4 cyl,Hatchback," 4 Doors"," 5 Seats",30997
Toyota,2016,Hilux,2016 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,200825,Black / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",43990
Toyota,2018,RAV4,2018 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,90912,Red / Black,4 cyl,SUV," 4 Doors"," 5 Seats",33990
Toyota,2020,Fortuner,2020 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,45619,White / -,4 cyl,SUV," 4 Doors"," 7 Seats",64990
Volkswagen,2018,Golf,2018 Volkswagen Golf 110 TDI Highline,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5 L / 100 km,54872,Blue / 2018/09,4 cyl,Wagon," 4 Doors"," 5 Seats",29950
Mitsubishi,2012,Lancer,2012 Mitsubishi Lancer ES Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,145800,Red / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",9990
Toyota,2020,RAV4,2020 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,61435,Blue / -,4 cyl,SUV," 5 Doors"," 5 Seats",45525
Kia,2016,RIO,2016 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.3 L / 100 km,93684,Red / Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",15886
Ford,2022,Escape,2022 Ford Escape Vignale (fwd),USED,Automatic,"4 cyl, 2 L",Front,Premium,8.6 L / 100 km,6794,White / Black Leather,4 cyl,SUV," 4 Doors"," 5 Seats",48409
Mercedes-Benz,2016,S-Class,2016 Mercedes-Benz S-Class,USED,Automatic,-,Rear,Premium,-,58327,Blue / -,-,Convertible,,,149990
Toyota,2019,Corolla,2019 Toyota Corolla,USED,-,-,Other,-,-,47292,Blue / -,-,Hatchback,,,34747
Toyota,2016,Tarago,2016 Toyota Tarago GLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,33176,White / -,4 cyl,Wagon," 4 Doors"," 8 Seats",36990
Audi,2018,Q5,2018 Audi Q5 2.0 Tfsi Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,39299,Blue / Beige Leather,4 cyl,SUV," 4 Doors"," 5 Seats",54995
Hyundai,2022,Venue,2022 Hyundai Venue,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,5045,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",26880
BMW,2013,116I,2013 BMW 116I,USED,Automatic,"4 cyl, 1.6 L",Rear,Premium,5.8 L / 100 km,147216,Bronze / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",16995
Kia,2021,Picanto,2021 Kia Picanto GT-Line (pe),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,20325,Red / Cloth,4 cyl,Hatchback," 5 Doors"," 5 Seats",19777
Kia,2022,Cerato,2022 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,23999,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",28990
Jeep,2018,Compass,2018 Jeep Compass Sport (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,17601,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",28990
Kia,2021,Cerato,2021 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,38823,White / -,4 cyl,Sedan," 4 Doors"," 5 Seats",24490
BMW,2013,320I,2013 BMW 320I,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,102781,- / -,4 cyl,Sedan," 4 Doors"," 5 Seats",19990
Ram,2019,1500,2019 Ram 1500 Laramie Crew Cab SWB,USED,Automatic,-,Other,Diesel,-,79348,White / -,-,Ute / Tray,,,94980
Nissan,2021,X-Trail,2021 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,32639,Black / -,4 cyl,SUV," 4 Doors"," 7 Seats",34990
Kia,2022,Cerato,2022 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,19089,White / Black,4 cyl,Hatchback," 5 Doors"," 5 Seats",29990
GWM,2022,UTE,2022 GWM UTE Cannon XSR,NEW,Automatic,-,Other,Diesel,-,28,Silver / Charcoal Comfort,-,Ute / Tray,,,52585
Volkswagen,2017,Tiguan,2017 Volkswagen Tiguan 140 TDI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.9 L / 100 km,95064,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",27990
Kia,2020,RIO,2020 Kia RIO GT-Line,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,5.4 L / 100 km,1842,Grey / Black,3 cyl,Hatchback," 5 Doors"," 5 Seats",27990
Mazda,2021,6,2021 Mazda 6 Atenza,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.6 L / 100 km,10799,Grey / -,4 cyl,Sedan," 4 Doors"," 5 Seats",42990
Hyundai,2023,Kona,2023 Hyundai Kona N,NEW,Automatic,"4 cyl, 2 L",Front,Premium,9 L / 100 km,15,Gold / -,4 cyl,SUV," 4 Doors"," 5 Seats",54993
Toyota,2019,Hilux,2019 Toyota Hilux Workmate,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,7.7 L / 100 km,130234,White / -,4 cyl,Ute / Tray," 2 Doors"," 2 Seats",26980
Jeep,2014,Compass,2014 Jeep Compass North (4X2),USED,Automatic,"4 cyl, 2 L",Rear,Premium,8.3 L / 100 km,163790,Black / -,4 cyl,SUV," 4 Doors"," 5 Seats",11899
Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,121211,White / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",13990
Toyota,2020,RAV4,2020 Toyota RAV4 GX 2WD Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,65139,Silver / -,4 cyl,SUV," 5 Doors"," 5 Seats",48990
Nissan,2017,Navara,2017 Nissan Navara ST-X,USED,Automatic,-,Other,Diesel,-,170677,Blue / Leather,-,Ute / Tray,,,36241
Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero Sport Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,138342,Grey / Black,4 cyl,SUV," 4 Doors"," 5 Seats",33888
LDV,2021,T60,2021 LDV T60 PRO (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,62986,Black / Black Cloth,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",29990
Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,3.5 L / 100 km,23930,White / Black Cloth,4 cyl,Sedan," 4 Doors"," 5 Seats",34516
Toyota,1997,Camry,1997 Toyota Camry CSI Getaway,USED,Automatic,"4 cyl, 2.2 L",Front,Unleaded,10.5 L / 100 km,113704,Red / Grey,4 cyl,Sedan," 4 Doors"," 5 Seats",8490
Holden,2012,Captiva,2012 Holden Captiva 7 CX (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.3 L / 100 km,104724,Silver / Black,4 cyl,SUV," 4 Doors"," 7 Seats",12990
Ford,2014,Territory,2014 Ford Territory Titanium (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,159945,Silver / Black,6 cyl,SUV," 4 Doors"," 7 Seats",20990
Nissan,2009,X-Trail,2009 Nissan X-Trail TS (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,215052,- / -,4 cyl,SUV," 4 Doors"," 5 Seats",10999
Honda,2016,Civic,2016 Honda Civic VTI,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.4 L / 100 km,143400,Silver / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",15988
Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,48190,White / Black Cloth,4 cyl,SUV," 4 Doors"," 5 Seats",30990
Mitsubishi,2020,ASX,2020 Mitsubishi ASX Exceed (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,34039,Orange / Leather,4 cyl,SUV," 4 Doors"," 5 Seats",31888
Mercedes-Benz,2018,GLS350,2018 Mercedes-Benz GLS350 D 4Matic Sport,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.6 L / 100 km,120000,White / Black,6 cyl,SUV," 4 Doors"," 7 Seats",74990
Volkswagen,2018,Polo,2018 Volkswagen Polo 70TSI Trendline,USED,Automatic,"3 cyl, 1 L",Front,Premium,5 L / 100 km,103279,Grey / -,3 cyl,Hatchback," 5 Doors"," 5 Seats",20850
Audi,2013,A1,2013 Audi A1 1.4 Tfsi Sport,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,45000,Black / -,4 cyl,Hatchback," 3 Doors"," 4 Seats",19990
Hyundai,2019,Santa,2019 Hyundai Santa FE Active Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,62352,Grey / -,4 cyl,SUV," 4 Doors"," 7 Seats",37985
Kia,2015,Sorento,2015 Kia Sorento SI (4X2),USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,9.9 L / 100 km,112553,Silver / -,6 cyl,SUV," 4 Doors"," 7 Seats",22988
Audi,2017,Q7,2017 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.8 L / 100 km,59555,Black / Black/Black,6 cyl,SUV," 4 Doors"," 7 Seats",69990
Volkswagen,2021,T-ROC,2021 Volkswagen T-ROC,USED,-,-,Other,-,-,29331,Blue / 2021/08,-,Wagon,,,42950
Subaru,2012,Forester,2012 Subaru Forester AWD,USED,Manual,-,AWD,Unleaded,-,213468,Blue / Black Leather,-,Wagon,,,12999
MG,2021,HS,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,23129,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",24970
Toyota,2021,RAV4,2021 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,101234,White / Black,4 cyl,SUV," 5 Doors"," 5 Seats",50950
Mercedes-Benz,2018,X250,2018 Mercedes-Benz X250 D Progressive (4Matic),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9 L / 100 km,70936,Green / Black,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",43936
BMW,2019,M135I,2019 BMW M135I Xdrive,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,36131,Blue / Led.dakota M,4 cyl,Hatchback," 4 Doors"," 5 Seats",47990
Mazda,2015,3,2015 Mazda 3 SP25,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,6.5 L / 100 km,64000,White / 2015/01,4 cyl,Sedan," 4 Doors"," 5 Seats",21450
Mitsubishi,2013,Pajero,2013 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,239106,Grey / -,4 cyl,SUV," 4 Doors"," 5 Seats",17999
Ford,2019,Escape,2019 Ford Escape Ambiente (awd),USED,Automatic,"4 cyl, 1.5 L",AWD,Premium,7.5 L / 100 km,177066,White / -,4 cyl,SUV," 4 Doors"," 5 Seats",18999
Toyota,2021,Kluger,2021 Toyota Kluger GX Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,60294,White / Black,4 cyl,SUV," 5 Doors"," 7 Seats",63990
Toyota,2022,Kluger,2022 Toyota Kluger GXL eFour,USED,Automatic,-,Other,Premium,-,2051,Red / Black,-,Wagon,,,81970
Mercedes-Benz,2013,A200,2013 Mercedes-Benz A200 CDI BE,USED,Automatic,"4 cyl, 1.8 L",Front,Diesel,4.6 L / 100 km,129907,Black / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",19995
Hyundai,2016,Tucson,2016 Hyundai Tucson Active X (fwd),USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.8 L / 100 km,119571,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",21990
Lexus,2019,UX,2019 Lexus UX Luxury 2WD with Enhancement Pack 1 and 18 inch alloys,USED,-,-,Other,Unleaded,-,64500,Grey / Black / Leather,-,Wagon,,,39990
Mitsubishi,2020,Triton,2020 Mitsubishi Triton GSR (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,15274,Black / Leather,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",56705
Renault,2023,Megane,2023 Renault Megane R.s. Trophy,NEW,Automatic,"4 cyl, 1.8 L",Front,-,8 L / 100 km,22,Red / Recaro-Fs-Alcantara,4 cyl,Hatchback," 5 Doors"," 5 Seats",78309
Mazda,2018,CX-3,2018 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,74114,Blue / Black,4 cyl,SUV," 4 Doors"," 5 Seats",25800
Nissan,2011,Navara,2011 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,241810,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",15990
Audi,2021,SQ5,2021 Audi SQ5 3.0 TDI Quattro Mhev Spec Edtn,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.8 L / 100 km,27843,White / Black,6 cyl,SUV," 4 Doors"," 5 Seats",102990
Mazda,2012,CX-9,2012 Mazda CX-9 Luxury (fwd),USED,Automatic,"6 cyl, 3.7 L",Front,Unleaded,11 L / 100 km,133933,- / -,6 cyl,SUV," 4 Doors"," 7 Seats",19990
Mazda,2018,CX-3,2018 Mazda CX-3 Akari (awd) (5YR),USED,Automatic,"4 cyl, 1.5 L",AWD,Diesel,5.1 L / 100 km,92387,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",29990
Holden,2016,Trailblazer,2016 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,96415,Red / Cloth,4 cyl,SUV," 4 Doors"," 7 Seats",34990
Kia,2018,Picanto,2018 Kia Picanto GT-Line,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,9118,Grey / Grey,4 cyl,Hatchback," 5 Doors"," 5 Seats",21999
Ford,2010,Territory,2010 Ford Territory Ghia (rwd),USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.8 L / 100 km,133471,Grey / Parchment,6 cyl,SUV," 4 Doors"," 7 Seats",14490
Toyota,2022,RAV4,2022 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,19448,White / Beige,4 cyl,SUV," 5 Doors"," 5 Seats",69970
Ford,2014,Territory,2014 Ford Territory TS (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,228405,Brown / -,6 cyl,SUV," 4 Doors"," 7 Seats",13990
Mitsubishi,2023,Triton,2023 Mitsubishi Triton GSR (4X4),DEMO,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,10,White / -,4 cyl,Ute / Tray," 4 Doors"," 5 Seats",65490
Toyota,2006,Rav,2006 Toyota Rav 4 CV (4x4),USED,Automatic,-,Other,Unleaded,-,234495,White / Grey,-,Wagon,,,12950
BMW,2017,X3,2017 BMW X3 Xdrive 30I,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,55396,Silver / -,4 cyl,SUV," 4 Doors"," 5 Seats",48888
Volkswagen,2019,Caddy,2019 Volkswagen Caddy TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6 L / 100 km,96596,White / Black,4 cyl,Commercial," 3 Doors"," 2 Seats",27888
Skoda,2018,Superb,2018 Skoda Superb 206 TSI Sportline,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.3 L / 100 km,67890,Red / Black,4 cyl,Sedan," 4 Doors"," 5 Seats",34990
Fiat,2015,500,2015 Fiat 500 POP,USED,Manual,"4 cyl, 1.2 L",Front,Premium,5.1 L / 100 km,104975,Black / Cloth,4 cyl,Hatchback," 3 Doors"," 4 Seats",10999
Nissan,2008,Navara,2008 Nissan Navara ST-X 4x4-15 Months Warran,USED,Manual,-,Other,Diesel,-,258711,Grey / -,-,Ute / Tray,,,13990
Suzuki,2012,Swift,2012 Suzuki Swift GLX,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,5.5 L / 100 km,239566,Black / -,4 cyl,Hatchback," 5 Doors"," 5 Seats",9788
Honda,2018,CR-V,2018 Honda CR-V VTI-S (awd),USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.4 L / 100 km,46046,White / Black,4 cyl,SUV," 4 Doors"," 5 Seats",32748
